Funktion;Subfunktion;;;Text;
Recht;Verbot;;;3.Ist der Mieter rechtskräftig zur Zahlung einer erhöhten Miete nach den §§ 558 bis 560 verurteilt worden, so kann der Vermieter das Mietverhältnis wegen Zahlungsverzugs des Mieters nicht vor Ablauf von zwei Monaten nach rechtskräftiger Verurteilung kündigen, wenn nicht die Voraussetzungen der außerordentlichen fristlosen Kündigung schon wegen der bisher geschuldeten Miete erfüllt sind.;
Gebot;Gebot;;;(4) Der zur Kündigung führende wichtige Grund ist in dem Kündigungsschreiben anzugeben.;
RF Einwendung;Unwirksamkeit;;;(5) Eine Vereinbarung, die zum Nachteil des Mieters von den Absätzen 1 bis 3 dieser Vorschrift oder von § 543 abweicht, ist unwirksam.;
RF Einwendung;Unwirksamkeit;;;Ferner ist eine Vereinbarung unwirksam, nach der der Vermieter berechtigt sein soll, aus anderen als den im Gesetz zugelassenen Gründen außerordentlich fristlos zu kündigen.;
RF;Rechtseigenschaft;;;Dem Mieter steht kein Zurückbehaltungsrecht gegen den Rückgabeanspruch des Vermieters zu.;
Recht;Erlaubnis;;;(1) Gibt der Mieter den gemieteten Wohnraum nach Beendigung des Mietverhältnisses nicht zurück, so kann der Vermieter einen weiteren Schaden im Sinne des § 546a Abs. 2 nur geltend machen, wenn die Rückgabe infolge von Umständen unterblieben ist, die der Mieter zu vertreten hat.;
Gebot;Gebot;;;Der Schaden ist nur insoweit zu ersetzen, als die Billigkeit eine Schadloshaltung erfordert.;
RF;Ausnahme;;;Dies gilt nicht, wenn der Mieter gekündigt hat.;
Gebot;Gebot;;;(2) Wird dem Mieter nach § 721 oder § 794a der Zivilprozessordnung eine Räumungsfrist gewährt, so ist er für die Zeit von der Beendigung des Mietverhältnisses bis zum Ablauf der Räumungsfrist zum Ersatz eines weiteren Schadens nicht verpflichtet.;
RF Einwendung;Unwirksamkeit;;;(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Verbot;;;(1) Auf eine Vereinbarung, nach der der Vermieter berechtigt sein soll, nach Überlassung des Wohnraums an den Mieter vom Vertrag zurückzutreten, kann der Vermieter sich nicht berufen.;
Recht;Verbot;;;(2) Ferner kann der Vermieter sich nicht auf eine Vereinbarung berufen, nach der das Mietverhältnis zum Nachteil des Mieters auflösend bedingt ist.;
Recht;Erlaubnis;;;(1) Der Vermieter kann nur kündigen, wenn er ein berechtigtes Interesse an der Beendigung des Mietverhältnisses hat.;
RF Einwendung;Ausschluss;;;Die Kündigung zum Zwecke der Mieterhöhung ist ausgeschlossen.;
Gebot;Gebot;;;(3) Die Gründe für ein berechtigtes Interesse des Vermieters sind in dem Kündigungsschreiben anzugeben.;
RF;Maßstab;;;Andere Gründe werden nur berücksichtigt, soweit sie nachträglich entstanden sind.;
RF Einwendung;Unwirksamkeit;;;(4) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Ein Mietverhältnis über eine Wohnung in einem vom Vermieter selbst bewohnten Gebäude mit nicht mehr als zwei Wohnungen kann der Vermieter auch kündigen, ohne dass es eines berechtigten Interesses im Sinne des § 573 bedarf.;
RF;Frist;;;Die Kündigungsfrist verlängert sich in diesem Fall um drei Monate.;
Verweisung;analog §;;;(2) Absatz 1 gilt entsprechend für Wohnraum innerhalb der vom Vermieter selbst bewohnten Wohnung, sofern der Wohnraum nicht nach § 549 Abs. 2 Nr. 2 vom Mieterschutz ausgenommen ist.;
Gebot;Gebot;;;(3) In dem Kündigungsschreiben ist anzugeben, dass die Kündigung auf die Voraussetzungen des Absatzes 1 oder 2 gestützt wird.;
RF Einwendung;Unwirksamkeit;;;(4) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Verbot;;;(1) Der Vermieter kann nicht zum Wohnen bestimmte Nebenräume oder Teile eines Grundstücks ohne ein berechtigtes Interesse im Sinne des § 573 kündigen, wenn er die Kündigung auf diese Räume oder Grundstücksteile beschränkt und sie dazu verwenden will, 1.Wohnraum zum Zwecke der Vermietung zu schaffen oder 2.den neu zu schaffenden und den vorhandenen Wohnraum mit Nebenräumen oder Grundstücksteilen auszustatten.;
RF Einwendung;Zulässigkeit beschränkt;;;(2) Die Kündigung ist spätestens am dritten Werktag eines Kalendermonats zum Ablauf des übernächsten Monats zulässig.;
Recht;Erlaubnis;;;(3) Verzögert sich der Beginn der Bauarbeiten, so kann der Mieter eine Verlängerung des Mietverhältnisses um einen entsprechenden Zeitraum verlangen.;
Recht;Erlaubnis;;;(4) Der Mieter kann eine angemessene Senkung der Miete verlangen.;
RF Einwendung;Unwirksamkeit;;;(5) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
RF Einwendung;Zulässigkeit beschränkt;;;(1) Die Kündigung ist spätestens am dritten Werktag eines Kalendermonats zum Ablauf des übernächsten Monats zulässig.;
RF;Frist;;;Die Kündigungsfrist für den Vermieter verlängert sich nach fünf und acht Jahren seit der Überlassung des Wohnraums um jeweils drei Monate.;
Recht;Erlaubnis;;;(2) Bei Wohnraum, der nur zum vorübergehenden Gebrauch vermietet worden ist, kann eine kürzere Kündigungsfrist vereinbart werden.;
RF Einwendung;Zulässigkeit beschränkt;;;(3) Bei Wohnraum nach § 549 Abs. 2 Nr. 2 ist die Kündigung spätestens am 15. eines Monats zum Ablauf dieses Monats zulässig.;
RF Einwendung;Unwirksamkeit;;;(4) Eine zum Nachteil des Mieters von Absatz 1 oder 3 abweichende Vereinbarung ist unwirksam.;
Verweisung;analog §;;;(1) Kann ein Mietverhältnis außerordentlich mit der gesetzlichen Frist gekündigt werden, so gelten mit Ausnahme der Kündigung gegenüber Erben des Mieters nach § 564 die §§ 573 und 573a entsprechend.;
RF Einwendung;Zulässigkeit beschränkt;;;(2) Die Kündigung ist spätestens am dritten Werktag eines Kalendermonats zum Ablauf des übernächsten Monats zulässig, bei Wohnraum nach § 549 Abs. 2 Nr. 2 spätestens am 15. eines Monats zum Ablauf dieses Monats (gesetzliche Frist).;
Verweisung;negativ;;;§ 573a Abs. 1 Satz 2 findet keine Anwendung.;
RF Einwendung;Unwirksamkeit;;;(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Der Mieter kann der Kündigung des Vermieters widersprechen und von ihm die Fortsetzung des Mietverhältnisses verlangen, wenn die Beendigung des Mietverhältnisses für den Mieter, seine Familie oder einen anderen Angehörigen seines Haushalts eine Härte bedeuten würde, die auch unter Würdigung der berechtigten Interessen des Vermieters nicht zu rechtfertigen ist.;
RF;Ausnahme;;;Dies gilt nicht, wenn ein Grund vorliegt, der den Vermieter zur außerordentlichen fristlosen Kündigung berechtigt.;
Definition;direkt;;;(2) Eine Härte liegt auch vor, wenn angemessener Ersatzwohnraum zu zumutbaren Bedingungen nicht beschafft werden kann.;
RF;Maßstab;;;(3) Bei der Würdigung der berechtigten Interessen des Vermieters werden nur die in dem Kündigungsschreiben nach § 573 Abs. 3 angegebenen Gründe berücksichtigt, außer wenn die Gründe nachträglich entstanden sind.;
RF Einwendung;Unwirksamkeit;;;(4) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Im Falle des § 574 kann der Mieter verlangen, dass das Mietverhältnis so lange fortgesetzt wird, wie dies unter Berücksichtigung aller Umstände angemessen ist.;
Recht;Erlaubnis;;;Ist dem Vermieter nicht zuzumuten, das Mietverhältnis zu den bisherigen Vertragsbedingungen fortzusetzen, so kann der Mieter nur verlangen, dass es unter einer angemessenen Änderung der Bedingungen fortgesetzt wird.;
RF;Entscheidungskompetenz;;;(2) Kommt keine Einigung zustande, so werden die Fortsetzung des Mietverhältnisses, deren Dauer sowie die Bedingungen, zu denen es fortgesetzt wird, durch Urteil bestimmt.;
Recht;Erlaubnis;;;Ist ungewiss, wann voraussichtlich die Umstände wegfallen, auf Grund derer die Beendigung des Mietverhältnisses eine Härte bedeutet, so kann bestimmt werden, dass das Mietverhältnis auf unbestimmte Zeit fortgesetzt wird.;
RF Einwendung;Unwirksamkeit;;;(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Gebot;Gebot;;;(1) Der Widerspruch des Mieters gegen die Kündigung ist schriftlich zu erklären.;
Gebot;Gebot;;;Auf Verlangen des Vermieters soll der Mieter über die Gründe des Widerspruchs unverzüglich Auskunft erteilen.;
Recht;Erlaubnis;;;(2) Der Vermieter kann die Fortsetzung des Mietverhältnisses ablehnen, wenn der Mieter ihm den Widerspruch nicht spätestens zwei Monate vor der Beendigung des Mietverhältnisses erklärt hat.;
Recht;Erlaubnis;;;Hat der Vermieter nicht rechtzeitig vor Ablauf der Widerspruchsfrist auf die Möglichkeit des Widerspruchs sowie auf dessen Form und Frist hingewiesen, so kann der Mieter den Widerspruch noch im ersten Termin des Räumungsrechtsstreits erklären.;
RF Einwendung;Unwirksamkeit;;;(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Ist auf Grund der §§ 574 bis 574b durch Einigung oder Urteil bestimmt worden, dass das Mietverhältnis auf bestimmte Zeit fortgesetzt wird, so kann der Mieter dessen weitere Fortsetzung nur verlangen, wenn dies durch eine wesentliche Änderung der Umstände gerechtfertigt ist oder wenn Umstände nicht eingetreten sind, deren vorgesehener Eintritt für die Zeitdauer der Fortsetzung bestimmend gewesen war.;
Recht;Erlaubnis;;;(2) Kündigt der Vermieter ein Mietverhältnis, dessen Fortsetzung auf unbestimmte Zeit durch Urteil bestimmt worden ist, so kann der Mieter der Kündigung widersprechen und vom Vermieter verlangen, das Mietverhältnis auf unbestimmte Zeit fortzusetzen.;
Recht;Erlaubnis;;;Haben sich die Umstände verändert, die für die Fortsetzung bestimmend gewesen waren, so kann der Mieter eine Fortsetzung des Mietverhältnisses nur nach § 574 verlangen.;
RF Einwendung;Unwirksamkeit;;;(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Ein Mietverhältnis kann auf bestimmte Zeit eingegangen werden, wenn der Vermieter nach Ablauf der Mietzeit 1.die Räume als Wohnung für sich, seine Familienangehörigen oder Angehörige seines Haushalts nutzen will, 2.in zulässiger Weise die Räume beseitigen oder so wesentlich verändern oder instand setzen will, dass die Maßnahmen durch eine Fortsetzung des Mietverhältnisses erheblich erschwert würden, oder 3.die Räume an einen zur Dienstleistung Verpflichteten vermieten will und er dem Mieter den Grund der Befristung bei Vertragsschluss schriftlich mitteilt.;
Recht;Erlaubnis;;;(2) Der Mieter kann vom Vermieter frühestens vier Monate vor Ablauf der Befristung verlangen, dass dieser ihm binnen eines Monats mitteilt, ob der Befristungsgrund noch besteht.;
Recht;Erlaubnis;;;Erfolgt die Mitteilung später, so kann der Mieter eine Verlängerung des Mietverhältnisses um den Zeitraum der Verspätung verlangen.;
Recht;Erlaubnis;;;(3) Tritt der Grund der Befristung erst später ein, so kann der Mieter eine Verlängerung des Mietverhältnisses um einen entsprechenden Zeitraum verlangen.;
Recht;Erlaubnis;;;Entfällt der Grund, so kann der Mieter eine Verlängerung auf unbestimmte Zeit verlangen.;
RF Einwendung;Unwirksamkeit;;;(4) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Verweisung;analog §;;;(1) Kann ein Mietverhältnis, das auf bestimmte Zeit eingegangen ist, außerordentlich mit der gesetzlichen Frist gekündigt werden, so gelten mit Ausnahme der Kündigung gegenüber Erben des Mieters nach § 564 die §§ 573 und 573a entsprechend.;
Verweisung;analog Vorschriftenkomplex;;;(2) Die §§ 574 bis 574c gelten entsprechend mit der Maßgabe, dass die Fortsetzung des Mietverhältnisses höchstens bis zum vertraglich bestimmten Zeitpunkt der Beendigung verlangt werden kann.;
RF Einwendung;Zulässigkeit beschränkt;;;(3) Die Kündigung ist spätestens am dritten Werktag eines Kalendermonats zum Ablauf des übernächsten Monats zulässig, bei Wohnraum nach § 549 Abs. 2 Nr. 2 spätestens am 15. eines Monats zum Ablauf dieses Monats (gesetzliche Frist).;
Verweisung;negativ;;;§ 573a Abs. 1 Satz 2 findet keine Anwendung.;
RF Einwendung;Unwirksamkeit;;;(4) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Ist Wohnraum mit Rücksicht auf das Bestehen eines Dienstverhältnisses vermietet, so kann der Vermieter nach Beendigung des Dienstverhältnisses abweichend von § 573c Abs. 1 Satz 2 mit folgenden Fristen kündigen.;
RF Einwendung;Unwirksamkeit;;;(2) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Gebot;Maßstab;;;(1) Bei der Anwendung der §§ 574 bis 574c auf Werkmietwohnungen sind auch die Belange des Dienstberechtigten zu berücksichtigen.;
Verweisung;negativ;;;(2) Die §§ 574 bis 574c gelten nicht, wenn 1.der Vermieter nach § 576 Abs. 1 Nr. 2 gekündigt hat;
RF Einwendung;Unwirksamkeit;;;(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Verweisung;analog Vorschriftenkomplex;;;(1) Ist Wohnraum im Rahmen eines Dienstverhältnisses überlassen, so gelten für die Beendigung des Rechtsverhältnisses hinsichtlich des Wohnraums die Vorschriften über Mietverhältnisse entsprechend, wenn der zur Dienstleistung Verpflichtete den Wohnraum überwiegend mit Einrichtungsgegenständen ausgestattet hat oder in dem Wohnraum mit seiner Familie oder Personen lebt, mit denen er einen auf Dauer angelegten gemeinsamen Haushalt führt.;
RF Einwendung;Unwirksamkeit;;;(2) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Werden vermietete Wohnräume, an denen nach der Überlassung an den Mieter Wohnungseigentum begründet worden ist oder begründet werden soll, an einen Dritten verkauft, so ist der Mieter zum Vorkauf berechtigt.;
RF;Ausnahme;;;Dies gilt nicht, wenn der Vermieter die Wohnräume an einen Familienangehörigen oder an einen Angehörigen seines Haushalts verkauft.;
Verweisung;direkt Vorschriftenkomplex;;;Soweit sich nicht aus den nachfolgenden Absätzen etwas anderes ergibt, finden auf das Vorkaufsrecht die Vorschriften über den Vorkauf Anwendung.;
Gebot;Gebot;;;(2) Die Mitteilung des Verkäufers oder des Dritten über den Inhalt des Kaufvertrags ist mit einer Unterrichtung des Mieters über sein Vorkaufsrecht zu verbinden.;
RF;Form;;;(3) Die Ausübung des Vorkaufsrechts erfolgt durch schriftliche Erklärung des Mieters gegenüber dem Verkäufer.;
RF;Rechtzuweisung;;;(4) Stirbt der Mieter, so geht das Vorkaufsrecht auf diejenigen über, die in das Mietverhältnis nach § 563 Abs. 1 oder 2 eintreten.;
RF Einwendung;Unwirksamkeit;;;(5) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Ist an vermieteten Wohnräumen nach der Überlassung an den Mieter Wohnungseigentum begründet und das Wohnungseigentum veräußert worden, so kann sich ein Erwerber auf berechtigte Interessen im Sinne des § 573 Abs. 2 Nr. 2 oder 3 erst nach Ablauf von drei Jahren seit der Veräußerung berufen.;
Verweisung;analog §;;;(1a) Die Kündigungsbeschränkung nach Absatz 1 gilt entsprechend, wenn vermieteter Wohnraum nach der Überlassung an den Mieter 1.an eine Personengesellschaft oder an mehrere Erwerber veräußert worden ist oder2.zu Gunsten einer Personengesellschaft oder mehrerer Erwerber mit einem Recht belastet worden ist, durch dessen Ausübung dem Mieter der vertragsgemäße Gebrauch entzogen wird.;
Verweisung;negativ;;;Satz 1 ist nicht anzuwenden, wenn die Gesellschafter oder Erwerber derselben Familie oder demselben Haushalt angehören oder vor Überlassung des Wohnraums an den Mieter Wohnungseigentum begründet worden ist.;
RF;Frist;;;(2) Die Frist nach Absatz 1 oder nach Absatz 1a beträgt bis zu zehn Jahre, wenn die ausreichende Versorgung der Bevölkerung mit Mietwohnungen zu angemessenen Bedingungen in einer Gemeinde oder einem Teil einer Gemeinde besonders gefährdet ist und diese Gebiete nach Satz 2 bestimmt sind.;
Recht;Ermächtigung;;;Die Landesregierungen werden ermächtigt, diese Gebiete und die Frist nach Satz 1 durch Rechtsverordnung für die Dauer von jeweils höchstens zehn Jahren zu bestimmen.;
RF;Frist;;;(2a) Wird nach einer Veräußerung oder Belastung im Sinne des Absatzes 1a Wohnungseigentum begründet, so beginnt die Frist, innerhalb der eine Kündigung nach § 573 Absatz 2 Nummer 2 oder 3 ausgeschlossen ist, bereits mit der Veräußerung oder Belastung nach Absatz 1a.(3) Eine zum Nachteil des Mieters abweichende Vereinbarung ist unwirksam.;
Verweisung;analog Vorschriftenkomplex;;;(1) Auf Mietverhältnisse über Grundstücke sind die Vorschriften der §§ 550, 562 bis 562d, 566 bis 567b sowie 570 entsprechend anzuwenden.;
Verweisung;analog Vorschriftenkomplex;;;(2) Auf Mietverhältnisse über Räume, die keine Wohnräume sind, sind die in Absatz 1 genannten Vorschriften sowie § 552 Abs. 1, § 555a Absatz 1 bis 3, §§ 555b, 555c Absatz 1 bis 4, § 555d Absatz 1 bis 6, § 555e Absatz 1 und 2, § 555f und § 569 Abs. 2 entsprechend anzuwenden.;
Verweisung;analog Vorschriftenkomplex;;;§ 556c Absatz 1 und 2 sowie die auf Grund des § 556c Absatz 3 erlassene Rechtsverordnung sind entsprechend anzuwenden, abweichende Vereinbarungen sind zulässig.;
Verweisung;analog §;;;Sind die Räume zum Aufenthalt von Menschen bestimmt, so gilt außerdem § 569 Abs. 1 entsprechend.;
Verweisung;analog Vorschriftenkomplex;;;(1) Die Vorschriften der §§ 566, 566a, 566e bis 567b gelten im Falle der Veräußerung oder Belastung eines im Schiffsregister eingetragenen Schiffs entsprechend.;
RF Einwendung;Wirksamkeit beschränkt;;;(2) Eine Verfügung, die der Vermieter vor dem Übergang des Eigentums über die Miete getroffen hat, die auf die Zeit der Berechtigung des Erwerbers entfällt, ist dem Erwerber gegenüber wirksam.;
RF;Gleichstellung;;;Das Gleiche gilt für ein Rechtsgeschäft, das zwischen dem Mieter und dem Vermieter über die Mietforderung vorgenommen wird, insbesondere die Entrichtung der Miete.;
Verweisung;analog §;;;§ 566d gilt entsprechend.;
Gebot;Gebot;;;(1) Die Miete für ein Grundstück und für bewegliche Sachen ist am Ende der Mietzeit zu entrichten.;
Gebot;Gebot;;;Ist die Miete nach Zeitabschnitten bemessen, so ist sie nach Ablauf der einzelnen Zeitabschnitte zu entrichten.;
Gebot;Gebot;;;Die Miete für ein Grundstück ist, sofern sie nicht nach kürzeren Zeitabschnitten bemessen ist, jeweils nach Ablauf eines Kalendervierteljahrs am ersten Werktag des folgenden Monats zu entrichten.;
Verweisung;analog §;;;(2) Für Mietverhältnisse über Räume gilt § 556b Abs. 1 entsprechend.;
Recht;Erlaubnis;;;Stirbt der Mieter, so ist sowohl der Erbe als auch der Vermieter berechtigt, das Mietverhältnis innerhalb eines Monats, nachdem sie vom Tod des Mieters Kenntnis erlangt haben, außerordentlich mit der gesetzlichen Frist zu kündigen.;
RF Einwendung;Zulässigkeit beschränkt;;;(1) Bei einem Mietverhältnis über Grundstücke, über Räume, die keine Geschäftsräume sind, ist die ordentliche Kündigung zulässig, 1.wenn die Miete nach Tagen bemessen ist, an jedem Tag zum Ablauf des folgenden Tages;
RF Einwendung;Zulässigkeit beschränkt;;;(2) Bei einem Mietverhältnis über Geschäftsräume ist die ordentliche Kündigung spätestens am dritten Werktag eines Kalendervierteljahres zum Ablauf des nächsten Kalendervierteljahrs zulässig.;
RF Einwendung;Zulässigkeit beschränkt;;;(3) Bei einem Mietverhältnis über bewegliche Sachen ist die ordentliche Kündigung zulässig, 1.wenn die Miete nach Tagen bemessen ist, an jedem Tag zum Ablauf des folgenden Tages;
Verweisung;direkt §;;;(4) Absatz 1 Nr. 3, Absatz 2 und 3 Nr. 2 sind auch anzuwenden, wenn ein Mietverhältnis außerordentlich mit der gesetzlichen Frist gekündigt werden kann.;
Gebot;Gebot;;;(1) Durch den Pachtvertrag wird der Verpächter verpflichtet, dem Pächter den Gebrauch des verpachteten Gegenstands und den Genuss der Früchte, soweit sie nach den Regeln einer ordnungsmäßigen Wirtschaft als Ertrag anzusehen sind, während der Pachtzeit zu gewähren.;
Gebot;Gebot;;;Der Pächter ist verpflichtet, dem Verpächter die vereinbarte Pacht zu entrichten.;
Verweisung;analog Vorschriftenkomplex;;;(2) Auf den Pachtvertrag mit Ausnahme des Landpachtvertrags sind, soweit sich nicht aus den §§ 582 bis 584b etwas anderes ergibt, die Vorschriften über den Mietvertrag entsprechend anzuwenden.;
Gebot;Pflichtzuweisung;;;(1) Wird ein Grundstück mit Inventar verpachtet, so obliegt dem Pächter die Erhaltung der einzelnen Inventarstücke.;
Gebot;Gebot;;;(2) Der Verpächter ist verpflichtet, Inventarstücke zu ersetzen, die infolge eines vom Pächter nicht zu vertretenden Umstands in Abgang kommen.;
Gebot;Gebot;;;Der Pächter hat jedoch den gewöhnlichen Abgang der zum Inventar gehörenden Tiere insoweit zu ersetzen, als dies einer ordnungsmäßigen Wirtschaft entspricht.;
Recht;Erlaubnis;;;Innerhalb der Grenzen einer ordnungsmäßigen Wirtschaft kann er über die einzelnen Inventarstücke verfügen.;
Gebot;Gebot;;;(2) Der Pächter hat das Inventar in dem Zustand zu erhalten und in dem Umfang laufend zu ersetzen, der den Regeln einer ordnungsmäßigen Wirtschaft entspricht.;
RF;Rechtzuweisung;;;Die von ihm angeschafften Stücke werden mit der Einverleibung in das Inventar Eigentum des Verpächters.;
Gebot;Gebot;;;(3) Bei Beendigung des Pachtverhältnisses hat der Pächter das vorhandene Inventar dem Verpächter zurückzugewähren.;
Recht;Erlaubnis;;;Der Verpächter kann die Übernahme derjenigen von dem Pächter angeschafften Inventarstücke ablehnen, welche nach den Regeln einer ordnungsmäßigen Wirtschaft für das Grundstück überflüssig oder zu wertvoll sind;
Gebot;Gebot;;;Besteht zwischen dem Gesamtschätzwert des übernommenen und dem des zurückzugewährenden Inventars ein Unterschied, so ist dieser in Geld auszugleichen.;
Gebot;Maßstab;;;Den Schätzwerten sind die Preise im Zeitpunkt der Beendigung des Pachtverhältnisses zugrunde zu legen.;
RF;Rechtzuweisung;;;(1) Dem Pächter eines Grundstücks steht für die Forderungen gegen den Verpächter, die sich auf das mitgepachtete Inventar beziehen, ein Pfandrecht an den in seinen Besitz gelangten Inventarstücken zu.;
Recht;Erlaubnis;;;(2) Der Verpächter kann die Geltendmachung des Pfandrechts des Pächters durch Sicherheitsleistung abwenden.;
Recht;Erlaubnis;;;Er kann jedes einzelne Inventarstück dadurch von dem Pfandrecht befreien, dass er in Höhe des Wertes Sicherheit leistet.;
RF Einwendung;Wirksamkeit beschränkt;;;Vertragsbestimmungen, die den Pächter eines Betriebs verpflichten, nicht oder nicht ohne Einwilligung des Verpächters über Inventarstücke zu verfügen oder Inventar an den Verpächter zu veräußern, sind nur wirksam, wenn sich der Verpächter verpflichtet, das Inventar bei der Beendigung des Pachtverhältnisses zum Schätzwert zu erwerben.;
RF Einwendung;Zulässigkeit beschränkt;;;(1) Ist bei dem Pachtverhältnis über ein Grundstück oder ein Recht die Pachtzeit nicht bestimmt, so ist die Kündigung nur für den Schluss eines Pachtjahrs zulässig.;
RF;Gleichstellung;;;(2) Dies gilt auch, wenn das Pachtverhältnis außerordentlich mit der gesetzlichen Frist gekündigt werden kann.;
RF;Rechtseigenschaft;;;(1) Dem Pächter steht das in § 540 Abs. 1 bestimmte Kündigungsrecht nicht zu.;
Recht;Verbot;;;(2) Der Verpächter ist nicht berechtigt, das Pachtverhältnis nach § 580 zu kündigen.;
Recht;Erlaubnis;;;Gibt der Pächter den gepachteten Gegenstand nach der Beendigung des Pachtverhältnisses nicht zurück, so kann der Verpächter für die Dauer der Vorenthaltung als Entschädigung die vereinbarte Pacht nach dem Verhältnis verlangen, in dem die Nutzungen, die der Pächter während dieser Zeit gezogen hat oder hätte ziehen können, zu den Nutzungen des ganzen Pachtjahrs stehen.;
RF Einwendung;Ausschluss negativ;;;Die Geltendmachung eines weiteren Schadens ist nicht ausgeschlossen.;
RF;indirekt;;;(1) Durch den Landpachtvertrag wird ein Grundstück mit den seiner Bewirtschaftung dienenden Wohn- oder Wirtschaftsgebäuden (Betrieb) oder ein Grundstück ohne solche Gebäude überwiegend zur Landwirtschaft verpachtet.;
Definition;direkt;;;Landwirtschaft sind die Bodenbewirtschaftung und die mit der Bodennutzung verbundene Tierhaltung, um pflanzliche oder tierische Erzeugnisse zu gewinnen, sowie die gartenbauliche Erzeugung.;
Verweisung;direkt Vorschriftenkomplex;;;(2) Für Landpachtverträge gelten § 581 Abs. 1 und die §§ 582 bis 583a sowie die nachfolgenden besonderen Vorschriften.;
Verweisung;direkt Vorschriftenkomplex;;;(3) Die Vorschriften über Landpachtverträge gelten auch für Pachtverhältnisse über forstwirtschaftliche Grundstücke, wenn die Grundstücke zur Nutzung in einem überwiegend landwirtschaftlichen Betrieb verpachtet werden.;
Gebot;Gebot;;;(1) Der Verpächter und der Pächter sollen bei Beginn des Pachtverhältnisses gemeinsam eine Beschreibung der Pachtsache anfertigen, in der ihr Umfang sowie der Zustand, in dem sie sich bei der Überlassung befindet, festgestellt werden.;
RF;Gleichstellung;;;Dies gilt für die Beendigung des Pachtverhältnisses entsprechend.;
Gebot;Gebot;;;Die Beschreibung soll mit der Angabe des Tages der Anfertigung versehen werden und ist von beiden Teilen zu unterschreiben.;
Recht;Erlaubnis;;;(2) Weigert sich ein Vertragsteil, bei der Anfertigung einer Beschreibung mitzuwirken, oder ergeben sich bei der Anfertigung Meinungsverschiedenheiten tatsächlicher Art, so kann jeder Vertragsteil verlangen, dass eine Beschreibung durch einen Sachverständigen angefertigt wird, es sei denn, dass seit der Überlassung der Pachtsache mehr als neun Monate oder seit der Beendigung des Pachtverhältnisses mehr als drei Monate verstrichen sind;
RF;Pflichtzuweisung;;;Die insoweit entstehenden Kosten trägt jeder Vertragsteil zur Hälfte.;
Gebot;Gebot;;;(1) Der Verpächter hat die Pachtsache dem Pächter in einem zu der vertragsmäßigen Nutzung geeigneten Zustand zu überlassen und sie während der Pachtzeit in diesem Zustand zu erhalten.;
Gebot;Gebot;;;Der Pächter hat jedoch die gewöhnlichen Ausbesserungen der Pachtsache, insbesondere die der Wohn- und Wirtschaftsgebäude, der Wege, Gräben, Dränungen und Einfriedigungen, auf seine Kosten durchzuführen.;
Gebot;Gebot;;;Er ist zur ordnungsmäßigen Bewirtschaftung der Pachtsache verpflichtet.;
Verweisung;analog Vorschriftenkomplex;;;(2) Für die Haftung des Verpächters für Sach- und Rechtsmängel der Pachtsache sowie für die Rechte und Pflichten des Pächters wegen solcher Mängel gelten die Vorschriften des § 536 Abs. 1 bis 3 und der §§ 536a bis 536d entsprechend.;
Gebot;Gebot;;;Der Verpächter hat die auf der Pachtsache ruhenden Lasten zu tragen.;
Gebot;Gebot;;;(1) Die Pacht ist am Ende der Pachtzeit zu entrichten.;
Gebot;Gebot;;;Ist die Pacht nach Zeitabschnitten bemessen, so ist sie am ersten Werktag nach dem Ablauf der einzelnen Zeitabschnitte zu entrichten.;
RF;Freistellung;;;(2) Der Pächter wird von der Entrichtung der Pacht nicht dadurch befreit, dass er durch einen in seiner Person liegenden Grund an der Ausübung des ihm zustehenden Nutzungsrechts verhindert ist.;
Verweisung;analog §;;;§ 537 Abs. 1 Satz 2 und Abs. 2 gilt entsprechend.;
Gebot;Verbot;;;(1) Der Pächter hat Einwirkungen auf die Pachtsache zu dulden, die zu ihrer Erhaltung erforderlich sind.;
